axe,Mois,Année,Service,gare de départ,gare d'arrivée,Durée moyenne prévue du trajet (min),Nbre de circulations programmées sur la relation considérée dans le mois ,Nbre de circulations assurées sur la relation considérée dans le mois,Nbre de trains annulés au cours du mois,% mensuel de trains annulés,Commentaire trains annulés,Nbre total de trains en retard au départ pour le mois,% mensuel de trains en retard au départ,Retard moyen mensuel des trains au départ (min),% moyen de retard au départ des trains sur les 6 derniers mois,Retard moyen des trains au départ sur les 6 derniers mois (min),% moyen de retard au départ des trains sur les 12 derniers mois,Retard moyen des trains au départ sur les 12 derniers mois (min),Commentaire trais en retard au départ,Nbre total de trains en retard à l'arrivée,% mensuel de trains en retard à l'arrivée,Retard moyen mensuel des trains à l'arrivée (min),% moyen de trains en retard à l'arrivée sur les 6 derniers mois,Retard moyen des trains à l'arrivée sur les 6 derniers mois (min),% moyen de trains en retard à l'arrivée sur les 12 derniers mois,Retard moyen des trains à l'arrivée sur les 12 derniers mois (min),Commentaire trains en retard à l'arrivée,Retard moyen mensuel des trains au départ p/r à l'ensemble des trains (min),Retard moyen mensuel des trains à l'arrivée p/r à l'ensemble des trains (min),"% trains en retard pour causes externes (météo, obstacles, colis suspects, malveillance, mouvements sociaux, etc.)","% trains en retard à cause infrastructure ferroviaire (maintenance, travaux)","% trains en retard à cause gestion trafic (circulation sur ligne ferroviaire, interactions réseaux)",% trains en retard à cause matériel roulant,% trains en retard à cause gestion en gare et réutilisation de matériel,"% trains en retard à cause prise en compte voyageurs (affluence, gestions PSH, correspondances)",Nombre trains en retard > 15min,Retard moyen trains en retard > 15min,Nombre trains en retard > 30min,Nombre trains en retard > 60min
,9,2018,TGV,MARSEILLE ST CHARLES,PARIS-LYON,197,422,421,1,,,121,,9,,,,,,38,,44,,,,,"Accident de personne à chevry, restitution tardive tx Heyrieux, déraillement bourreuse à Vénissieux, incendie sous station de manduel",3,5,0.26,0.34,0.13,0.21,0.03,0.03,38,5,20,12
,10,2018,TGV,MARSEILLE ST CHARLES,PARIS-LYON,198,440,440,0,,,114,,9,,,,,,61,,57,,,,,"2 accidents de personne, 2 LTV impactantes Lapeyrouse et Venissieux, 3 incidents marériel important sur LN1, 3 dérangements (aiguillage et caténaire) sur LN1, une alerte vent violent à lapalud",2,10,0.15,0.41,0.25,0.15,0.02,0.02,61,10,35,15
,11,2018,TGV,MARSEILLE ST CHARLES,PARIS-LYON,197,428,427,1,,,120,,9,,,,,,56,,53,,,,,,2,9,0.30000000000000004,0.32,0.07,0.21,0.05,0.05,56,9,36,15
,12,2018,TGV,MARSEILLE ST CHARLES,PARIS-LYON,201,466,463,3,,,149,,8,,,,,,44,,38,,,,,,3,5,0.27,0.14,0.14,0.32,0.08,0.05,44,5,20,3
,1,2019,TGV,MARSEILLE ST CHARLES,PARIS-LYON,203,492,489,3,,,140,,13,,,,,,81,,43,,,,,Neiges et Inondation tunnel Marseille,4,8,0.54,0.17,0.1,0.12,0.04,0.03,81,8,40,15
,2,2019,TGV,MARSEILLE ST CHARLES,PARIS-LYON,203,452,446,6,,,145,,15,,,,,,49,,70,,,,,Accidents de personne,5,8,0.16,0.43,0.1,0.16,0.12,0.03,49,8,28,14
,3,2019,TGV,MARSEILLE ST CHARLES,PARIS-LYON,203,490,485,5,,,126,,9,,,,,,30,,45,,,,,"Incendie motrice à cluny, colis suspect à Valence TGV, chute d'arbre vers Vaumort",2,3,0.30000000000000004,0.267,0.30000000000000004,0.067,0.033,0.033,30,3,13,6
Sud-Est,4,2019,TGV,MARSEILLE ST CHARLES,PARIS-LYON,200,466,463,3,,,84,,12,,,,,,34,,42,,,,,,2,3,0.23,0.23,0.2,0.23,0.07,0.04,34,3,16,8
Sud-Est,5,2019,TGV,MARSEILLE ST CHARLES,PARIS-LYON,200,546,510,36,,,176,,7,,,,,,44,,56,,,,,Heurt de personnes à Vianges. Heurt animal Cuy. heurt chevreuil Lacour d'arcenay. dérangement Yerres. disjonction cluny. Fort impact sur LN1 tronçon central,2,5,0.32,0.32,0.16,0.14,0.04,0.02,44,56,27,15
Sud-Est,6,2019,TGV,MARSEILLE ST CHARLES,PARIS-LYON,200,518,496,22,,,195,,7,,,,,,52,,44,,,,,Heurt d'une personne à Paris Bercy. limitation vitesse 6909 sur LN1. dérangement vers Montanay accès LN1. heurt de personne à Maisons Alfort. Dérangement d'installation vers Macon,2,5,0.26,0.28,0.18,0.16,0.07,0.05,52,44,27,13
Sud-Est,7,2019,TGV,MARSEILLE ST CHARLES,PARIS-LYON,204,488,484,4,0,,226,,7,,,,,,69,,43,,,,,,3,7,0.2,0.28,0.15,0.26,0.08,0.03,69,43,34,12
Sud-Est,8,2019,TGV,MARSEILLE ST CHARLES,PARIS-LYON,204,450,450,0,0,,193,,7,,,,,,66,,40,,,,,,3,7,0.32,0.22,0.23,0.15,0.05,0.03,66,40,26,13
,9,2018,TGV,MARSEILLE ST CHARLES,TOURCOING,296,30,30,0,,,5,,54,,,,,,3,,93,,,,,"Erreur de direction (reprise de voie), Dérangement d'installations, attente matériel roulant; Exécution service voy, Incident caténaire",9,12,0,0.33,0.67,0,0,0,3,12,2,2
,10,2018,TGV,MARSEILLE ST CHARLES,TOURCOING,298,29,28,1,,,4,,2,,,,,,5,,80,,,,,"2 accidents de personne, 2 LTV impactantes Lapeyrouse et Venissieux, 3 incidents marériel important sur LN1, 3 dérangements (aiguillage et caténaire) sur LN1, une alerte vent violent à lapalud",0,17,0.2,0.6000000000000001,0.2,0,0,0,5,17,3,3
,11,2018,TGV,MARSEILLE ST CHARLES,TOURCOING,297,30,30,0,,,3,,13,,,,,,5,,54,,,,,"Collision, Non repsect marche traçée, Attente matériel roulant, espacement, difficultés réception sous gare, détresse matériel roulant, LTV inopinée, Signal d'alarme",1,12,0.2,0.2,0.6000000000000001,0,0,0,5,12,3,2
,12,2018,TGV,MARSEILLE ST CHARLES,TOURCOING,300,31,31,0,,,7,,13,,,,,,4,,24,,,,,,3,6,0,0.33,0.67,0,0,0,4,6,0,0
,1,2019,TGV,MARSEILLE ST CHARLES,TOURCOING,303,28,27,1,,,4,,12,,,,,,5,,22,,,,,,1,6,0.4,0.2,0.2,0.2,0,0,5,6,0,0
,2,2019,TGV,MARSEILLE ST CHARLES,TOURCOING,309,28,27,1,,,4,,12,,,,,,4,,39,,,,,,1,9,0,0.25,0.25,0.5,0,0,4,9,1,1
,3,2019,TGV,MARSEILLE ST CHARLES,TOURCOING,308,20,20,0,,,5,,7,,,,,,4,,25,,,,,,1,8,0.667,0,0.333,0,0,0,4,8,1,0
OUIGO,4,2019,TGV,MARSEILLE ST CHARLES,TOURCOING,305,7,7,0,,,0,,0,,,,,,1,,28,,,,,,0,5,0,0,1,0,0,0,1,5,0,0
OUIGO,5,2019,TGV,MARSEILLE ST CHARLES,TOURCOING,303,8,8,0,,,1,,1,,,,,,,,,,,,,,-1,1,,,,,,,0,0,0,0
OUIGO,6,2019,TGV,MARSEILLE ST CHARLES,TOURCOING,309,24,24,0,,,7,,10,,,,,,6,,46,,,,,,3,13,0.17,0.17,0.33,0.33,0,0,6,46,1,1
OUIGO,7,2019,TGV,MARSEILLE ST CHARLES,TOURCOING,311,10,10,0,0,,2,,26,,,,,,2,,31,,,,,,5,8,0,0,0.5,0.5,0,0,2,31,1,0
OUIGO,8,2019,TGV,MARSEILLE ST CHARLES,TOURCOING,301,6,6,0,0,,3,,23,,,,,,2,,54,,,,,,11,19,0.5,0,0,0.5,0,0,2,54,1,1
,9,2018,TGV,METZ,PARIS EST,86,302,301,1,,,150,,8,,,,,,72,,20,,,,,,4,5,0.13,0.15,0.30000000000000004,0.31,0.07,0.04,29,5,13,5
,10,2018,TGV,METZ,PARIS EST,86,307,305,2,,,142,,7,,,,,,71,,19,,,,,"01/10 : 2881→Malaise voyageur à Roissy (6’)
02/10 : 2865→LTV à Woippy (9’) + Retard Lux (21’) et 2676→ Choc anormal à Lagny (6’)
03/10 : 2855→ Malaise voyageur à Bondy (17’) + 2853→ Restriction vitesse à Metz (7’) et malaise voyageur à Bondy (11’) + 2865→Détresse matériel roulant à Bettembourg (21’) 
04/10 : Retard autre réseau→ 2891(20‘) et 2881(69‘) + 2676→ Accident de personne à Bondy (32’)
05/10 : 2877→ Dérangement installation à PE (10’) + 2853→ Dérangement installation à Marles en Brie (9’) + 2865→ Accident de personne à Gagny (58’) +2650 →Zone en non libération (10‘) + Retard autre réseau →2855 (7‘) +2865 (14‘)
06/10 : Retard autre réseau→ 2865 (7’) + 2869 (7’) et Pb de porte à Metz→2672 (10‘)
07/10 : 2893→Pb accroche à Metz (6‘) + 2877→ Incident porte à SG (7‘)
08/10 : 2869→ Retard autre réseau (8’)
09/10 : 2855→ Retard autre réseau (6’)
10/10 : Dérangement installation à Woippy (9’) → 2855(6‘) + 2853 (14‘) + 2869→ Difficulté de réception à Ebange (9’) + 2660→ Pb de porte à Meuse (26’) +2865→ Intervention avec coupure fibre optique à Woippy (9‘) + 2853→ Retard sur un autre réseau (16’) + 2881→ Bagage abandonné SG (6‘)
11/10 : Retard sur un autre réseau →2891 (8‘) +2881 (13‘) +2853 (15‘) + 2869→ Obstacle sur les voies à THL (38’)
12/10 : Retard sur un autre réseau→ 2891(10’) + 2865(34’) + 2877 (8’) + 2865→ Personne dans les voies à Rosa Parks (12‘) + 2855→ Alerte radio suite choc anormal à Noisy (6’) + 2660→ Pb de réception (8‘)
14/10 : 2893→Pb d’accroche à MZ (8’) + 2869→ Retard autre réseau (18’) + 2877→ Absence signalisation du train (23’)
15/10 : 2891→ Colis abandonné (6’) + 2881→ Retard autre réseau (10’)
16/10 : Retards autre réseau→ 2881(7‘) + 2869 (6‘) + 2865 (17‘) 
17/10 : Accident de personne à Noisy→ 2891(58‘) + 2881(139‘) + Retards autre réseau→ 2891(10’) + 2853 (10’) + 2855 (16’) 
18/10 : Décontrôle aiguille→ 2853 (19‘) + 2650 (10‘)
19/10 : 2877→ Malaise voyageur (8‘) + retard autre réseau (27’) et 2660→ Attente correspondance à MZ (7’)
22/10 : Retard autre réseau→ 2869 (19‘) + 2865 (6‘) et 2869→ Franchissement signal fermé (23‘) et 2853→ Incident porte (6‘) et 2650→ Dépannage au départ (6‘)
23/10 : Retard autre réseau→ 2881(12’) + 2869 (7’) + 2855 (7’)
24/10 : Retard autre réseau→ 2853 (9’) + 2865 (6’) + 2881 (9’)
25/10 : Retard autre réseau→ 2881 (27’)
26/10 : 2865→Obstacle sur les voies à MZ (6’)
28/10 : Décontrôle aiguille→ 2893 (9’) +2865 (14’)
29/10 : 2881→ Retard sur un autre réseau (6’)
30/10 : 2869→ Retard sur un autre réseau (17’) + Dérangement radio sol-train→ 2855 (17’) + 2853 (18’)
31/10 : 2891→ Colis suspect à Woippy (10’) + 2881→ Retard sur un autre réseau (7’) + 2877→Attente correspondance (18’)",3,5,0.17,0.2,0.37,0.15,0.09,0.02,28,5,11,5
,11,2018,TGV,METZ,PARIS EST,86,302,300,2,,,129,,7,,,,,,64,,14,,,,,"01/11: 2877→Retard sur un autre réseau (41‘)
05/11: Retard sur un autre réseau→2865 (6’) + 2853 (30’) et 2855→Csq LTV 40 (8’)
06/11: 2660→Attente ADC à Metz (22’)
07/11: 2853→Arrêt sous la section de séparation Metz Bellecroix (25’) + 2869→Retard sur un autre réseau (6’) + 2855→Incident en chantier de production EF (6’)
08/11: 2881→Difficultés d’accroche à Metz (6’) + Retard sur un autre réseau→ 2881 (9’) + 2869 (6’)
09/11: Retard sur un autre réseau→ 2877 (21’) + 2869 (11’) + 2853 (8’) + 2881 (7’)
10/11: 2672→Raté d’ouverture PN (6’)
11/11: 2869→Retard sur un autre réseau (11’)
12/11: Retard autre réseau→ 2853 (16’) + 2881 (11’)
13/11: 2881→Problème matériel (7’)
14/11: Dérangement d’installation à Metz→ 2853 (35’) + 2855 (26’) et 2865→ Retard sur un autre réseau (10’)
15/11: 2881→ Incident en chantier de production EF (10’) + 2650→Départ retardé pour mise dans l'horaire du 2852 supprimé (27’)
16/11: Retard autre réseau→ 2877 (16’) + 2869 (11’)
17/11: 2676→ Attente ADC dû aux manifestations des gilets jaunes (20’) + 2855→ Retard autre réseau (14’)
18/11: 2865→ Retard autre réseau (8’)
19/11: Absence de tension d’alimentation sur la zone CHL→ 2869 (24’) + 2676 (6’) + 2881→ Obstacle sur les voies à Maizières les Metz (heurt animal) (54’)
20/11: Retard autre réseau→ 2881 (6’) + 2853 (10’) + 2890→ Rétention voie 4 Chauconin suite à présomption de heurt au Raincy (21’) + Répétition signal fermé à  Lunel (19‘) + 2855→Taxi en retard suite blocage par gilet jaune (6’)
21/11: 2855→Non-respect marché tracé (6’)
22/11: Retard sur un autre réseau→ 2881 (14’) + 2865→ Raté de formation pour un itinéraire au départ de la voie 9 (26‘)
23/11: Retard sur un autre réseau→ 2865 (10’) + 2853 (20‘) et 2853→ Soin matériel roulant (15‘) + 2855→ Csq malaise voyageur (12‘) + 2877→ Raté ouverture PN (6‘)
25/11: 2893→Retard sur un autre réseau (24‘)
26/11: 2865→Retard sur un autre réseau (13‘)
27/11: 2855→Retard sur un autre réseau (6‘)
28/11: Signal d'alarme et présomption de descente de voyageurs dans les voies à Chelles → 2891 (6’) et 2881 (6’)
29/11: 2891→ Agression sur la voie 2EO (6’) + 2855→ Zone en non libération (13’) + 2853→Retard sur un autre réseau (7‘)
30/11: Retard autre réseau→ 2877 (19’) + 2881(27’) + 2869 (7’) + 2865 (17’) + 2891 (13’) et 2855→ Alarme DBC simple (7‘) ",3,4,0.04,0.14,0.51,0.14,0.16,0.01,21,4,6,0
,12,2018,TGV,METZ,PARIS EST,86,294,291,3,,,146,,9,,,,,,79,,25,,,,,"01/12 : 2865→ Personne dans les voies entre UCK et HGD (13’) + 2861→ Non ouverture de signal Metz ville (21’)
03/12 : 2865→ Retard autre réseau (9’) + 2860→Attente ASCT à MZ (6‘)
04/12 : 2891→ Collision animal (17‘) + 2853→ Retard autre réseau (7‘)
05/12 : 2881→ Retard sur autre réseau (8‘)
07/12 : 2891→ Franchissement signal fermé à CGV (185‘) + Retard autre réseau→ 2877 (9’), 2853 (8’) et 2881 (7’) + Incident caténaire à CGV →2672 (45’), 2877 (45’), 2676 (121’) et 2881 (74’) +2855 → Dérangement installation signalisation à Vaires (8’)
08/12 : Retard sur un autre réseau → 2869 (7’) et 2861 (32’) + Pb caténaire→ 2676 (7‘)
09/12 : 2893 →Difficulté d’accroche à MZ (6‘)
10/12 : Retard sur un autre réseau → 2873 (10’), 2871 (8’), 2883 (13’) et 2853 (12’) 
11/12 : Retard sur un autre réseau → 2865 (8’), 2855 (8’), 2883 (6’) et 2853 (8’) + Dérangement installations de signalisation → 2855 (8’)
12/12 : Retard sur un autre réseau → 2883 (31’), 2873 (6’) et 2855 (13’) 
13/12 : Retard sur un autre réseau → 2883 (7‘) et 2853 (6‘) + 2855 → Difficulté accroche à MZ (6’) 
14/12 : Retard sur un autre réseau → 2873 (11‘), 2865 (12‘) et 2871 (12‘) + Accident de personne à Pagny → 2883 (23’), 2873 (53’) et 2680 (80’)
16/12 : Retard sur un autre réseau → 2871 (18’), 2865 (24’) + Attente correspondance →2861 (12’) + LTV intempéries → 2865 (18’)
17/12 : 2873→ ERTMS (16’) + Retard autre réseau→ 2871 (7‘), 2865 (6‘)
18/12 : Décontrôle aiguille à Livry - Louvercy → 2855 (28’), 2853 (42’), 2650 (34’) + Retard autre réseau→ 2871 (8‘) et 2865 (8‘) 
20/12 : Retard sur un autre réseau → 2853 (8’) et 2873 (30’) 
21/12 : 2680→ Descente tardive TEE (18‘) + Retard sur un autre réseau → 2883 (23‘) + 2873 (16‘)
22/12 : Retard sur un autre réseau → 2865 (8‘)
23/12 : 2662 → Signal d’alarme (10’) + Retard sur un autre réseau → 2871 (7‘)
25/12 : 2865 → Retard sur un autre réseau (9’)
26/12 : 2882→ Attente remise d'ordre à MZV (14’)
27/12 : 2865 → Retard sur un autre réseau (13’)
28/12 : Retard sur un autre réseau→ 2883 (11’) et 2853 (10’) + 2865 → Signal d’alarme à THL (8’) + 2853→ Compo rame inversée (6’) 
30/12 : 2893→ Pb de fermeture des portes (8‘)
31/12 : 2877→ Attente matériel roulant (31’)",4,7,0.18,0.12,0.35,0.28,0.03,0.04,32,7,17,8
,1,2019,TGV,METZ,PARIS EST,86,308,299,9,,,131,,10,,,,,,102,,22,,,,,"Retard sur un autre réseau (8 TGV impactés, retard 11’ en moyenne)
Dérangements d’installations, notamment cascade de feu à Chelles (6 TGV impactés, retard moyen de 11’)
Présomptions d’accident de personne (3 TGV impactés pour 6’,13’,6’)
Csq non-respect marche tracée suite neige, pb de priorité (3 TGV impactés pour 10’)
Soin matériel roulant, notamment bogie isolé dans Racc de Pagny, prise en charge ERTMS ainsi que pb de loc (3 TGV impactés pour 11’, 23’ et 6’)
Attentes exécution du service voyageur suite malaise voyageur dans rame à Bondy et alarme détection incendie dans la rame du 9572 (2 TGv impactés pour 10’ et 9’)",5,8,0.43,0.11,0.34,0.08,0.04,0,54,8,16,3
,2,2019,TGV,METZ,PARIS EST,89,277,271,6,,,121,,11,,,,,,54,,24,,,,,,5,5,0.18,0.18,0.43,0.18,0.02,0.01,30,5,16,4
,3,2019,TGV,METZ,PARIS EST,86,299,297,2,,,144,,9,,,,,,58,,25,,,,,,4,5,0.148,0.222,0.5,0.074,0.037,0.019,22,5,10,5
Est,4,2019,TGV,METZ,PARIS EST,86,303,297,6,,,128,,7,,,,,,63,,17,,,,,"Très nombreux retards CFL  
1 mise à quai tardive causant 5 min de retard 
1 accident de personne le 04/04 pour 13 min
Quelques incidents (caténaire (23 min), rail cassé, chantier de production (15 min)) 
1 difficulté d’accroche le 21/04 à Mz
Obstacle sur les voies le 23/04 pour 37 min de retard
Restitution tardive de travaux le 24/04 pour 11 min 
4 Non-respect marche tracée pour un retard moyen de 6 min",3,4,0.17,0.23,0.42,0.15,0,0.03,17,4,4,2
Est,5,2019,TGV,METZ,PARIS EST,86,305,301,4,,,211,,4,,,,,,51,,18,,,,,,3,4,0.04,0.26,0.41,0.17,0.09,0.03,15,40,7,2
Est,6,2019,TGV,METZ,PARIS EST,86,305,305,0,,,234,,5,,,,,,68,,23,,,,,"Plusieurs retards sur autre réseau (6 trains impactés).
Impact accident de personne le 20 et 27, 7 min de retard pour le 2865 et 32 minutes pour le 2855.
Plusieurs dérangements d’installations : décontrôle d’aiguille le 02 à Colmar et le 07 à Beuvardes, KVB en panne sol à Noisy le 11, isolement connecteur moteur d’aiguille le 19 à Metz Nord et déclenchement alerte radio sur 2855 à Novéant, pb C4 qui reste fermé après la desserte Metz Nord sur 2680 (111 minutes).
3 attentes exécution du service voyageur pour 7 min de retard à chaque fois.
Des personnes en état d’ébriété descendent sur les voies le 10 qui retarde le 2877 de 22 minutes ainsi qu’un raté d’ouverture PN qui retarde le 2680 de 11 minutes. 
Absence de signalisation le 24 à Woippy sur le 2855 pour 16 minutes.",4,6,0.19,0.17,0.44,0.15,0.02,0.03,27,46,15,4
Est,7,2019,TGV,METZ,PARIS EST,86,367,308,59,0,,222,,6,,,,,,69,,28,,,,,,4,7,0.18,0.2,0.30000000000000004,0.13,0.07,0.12,40,42,15,9
Est,8,2019,TGV,METZ,PARIS EST,86,284,279,5,0,,239,,4,,,,,,54,,18,,,,,,3,4,0.08,0.26,0.43,0.08,0.08,0.07,21,31,7,3
,9,2018,TGV,MONTPELLIER,LYON PART DIEU,121,288,284,4,,,107,,14,,,,,,59,,37,,,,,,5,8,0.16,0.30000000000000004,0.32,0.16,0.04,0.02,41,8,19,8
,10,2018,TGV,MONTPELLIER,LYON PART DIEU,113,301,270,31,,,88,,20,,,,,,76,,39,,,,,,7,15,0.4,0.23,0.31,0.05,0.01,0,56,15,29,16
,11,2018,TGV,MONTPELLIER,LYON PART DIEU,113,275,270,5,,,96,,12,,,,,,95,,28,,,,,,4,13,0.22,0.33,0.27,0.09,0.07,0.02,61,13,24,10
,12,2018,TGV,MONTPELLIER,LYON PART DIEU,115,238,234,4,,,90,,9,,,,,,46,,29,,,,,,4,8,0.36,0.33,0.09,0.13,0.04,0.05,33,8,9,4
,1,2019,TGV,MONTPELLIER,LYON PART DIEU,115,208,201,7,,,40,,11,,,,,,18,,33,,,,,,2,5,0.35,0.12,0.18,0.18,0.12,0.05,10,5,7,2
,2,2019,TGV,MONTPELLIER,LYON PART DIEU,115,188,184,4,,,36,,12,,,,,,14,,43,,,,,,2,6,0.36,0.14,0.21,0.21,0,0.08,11,6,5,4
,3,2019,TGV,MONTPELLIER,LYON PART DIEU,114,208,205,3,,,30,,9,,,,,,23,,27,,,,,,1,5,0.304,0.261,0.17400000000000002,0.08700000000000001,0.17400000000000002,0,16,5,6,2
Sud-Est,4,2019,TGV,MONTPELLIER,LYON PART DIEU,113,191,183,8,,,98,,5,,,,,,30,,27,,,,,,3,6,0.27,0.23,0.23,0.2,0.07,0,24,6,10,0
Sud-Est,5,2019,TGV,MONTPELLIER,LYON PART DIEU,113,225,195,30,,,167,,4,,,,,,24,,48,,,,,,4,8,0.42,0.17,0.12,0.29,0,0,21,53,13,8
Sud-Est,6,2019,TGV,MONTPELLIER,LYON PART DIEU,113,238,201,37,,,172,,6,,,,,,39,,31,,,,,,5,8,0.15,0.23,0.18,0.23,0.15,0.06,23,45,11,5
Sud-Est,7,2019,TGV,MONTPELLIER,LYON PART DIEU,113,284,218,66,0,,199,,6,,,,,,28,,45,,,,,,5,8,0.25,0.39,0.25,0.11,0,0,22,53,13,6
Sud-Est,8,2019,TGV,MONTPELLIER,LYON PART DIEU,113,204,204,0,0,,185,,6,,,,,,48,,27,,,,,,5,8,0.13,0.26,0.23,0.13,0.15,0.1,30,36,10,5
,9,2018,TGV,MONTPELLIER,PARIS-LYON,207,308,305,3,,,113,,13,,,,,,40,,63,,,,,"Accident de personne à chevry, restitution tardive tx Heyrieux, déraillement bourreuse à Vénissieux, incendie sous station de manduel",5,9,0.39,0.31,0.13,0.1,0.04,0.03,40,9,27,13
,10,2018,TGV,MONTPELLIER,PARIS-LYON,207,320,307,13,,,120,,17,,,,,,60,,68,,,,,"2 accidents de personne, 2 LTV impactantes Lapeyrouse et Venissieux, 3 incidents marériel important sur LN1, 3 dérangements (aiguillage et caténaire) sur LN1, une alerte vent violent à lapalud",7,14,0.35,0.4,0.13,0.07,0.05,0,60,14,36,20
,11,2018,TGV,MONTPELLIER,PARIS-LYON,207,307,302,5,,,129,,12,,,,,,65,,43,,,,,,5,11,0.43,0.32,0.14,0.08,0.03,0,65,11,39,15
,12,2018,TGV,MONTPELLIER,PARIS-LYON,209,308,305,3,,,158,,7,,,,,,42,,33,,,,,,4,5,0.41,0.17,0.21,0.14,0.05,0.02,42,5,19,4
,1,2019,TGV,MONTPELLIER,PARIS-LYON,209,309,306,3,,,111,,10,,,,,,32,,42,,,,,Neiges,4,4,0.59,0.19,0.06,0.13,0.03,0,32,4,19,5
,2,2019,TGV,MONTPELLIER,PARIS-LYON,209,282,279,3,,,110,,11,,,,,,31,,65,,,,,Accidents de personne,4,7,0.1,0.45,0.29,0.1,0.03,0.03,31,7,16,8
,3,2019,TGV,MONTPELLIER,PARIS-LYON,209,308,307,1,,,101,,8,,,,,,29,,50,,,,,"Incendie motrice à cluny, colis suspect à Valence TGV, chute d'arbre vers Vaumort",3,4,0.24,0.28,0.21,0.17,0.1,0,29,4,10,9
Sud-Est,4,2019,TGV,MONTPELLIER,PARIS-LYON,207,307,307,0,,,170,,4,,,,,,22,,33,,,,,,2,1,0.42,0.21,0.21,0.05,0.11,0,22,1,7,2
Sud-Est,5,2019,TGV,MONTPELLIER,PARIS-LYON,207,338,334,4,,,270,,4,,,,,,38,,43,,,,,Heurt de personnes à Vianges. Heurt animal Cuy. heurt chevreuil Lacour d'arcenay. dérangement Yerres. disjonction cluny. Fort impact sur LN1 tronçon central,3,4,0.34,0.22,0.22,0.22,0,0,38,43,15,6
Sud-Est,6,2019,TGV,MONTPELLIER,PARIS-LYON,207,336,336,0,,,287,,9,,,,,,53,,68,,,,,Arrachement caténaire à Montpellier. Heurt d'une personne à Paris Bercy.. limitation vitesse 6909 sur LN1. dérangement vers Montanay accès LN1. heurt de personne à Maisons Alfort. Dérangement d'installation vers Macon,8,10,0.32,0.26,0.15,0.15,0.09,0.03,53,68,28,14
Sud-Est,7,2019,TGV,MONTPELLIER,PARIS-LYON,207,498,372,126,0,,327,,12,,,,,,75,,44,,,,,,10,9,0.32,0.30000000000000004,0.2,0.11,0.04,0.03,75,44,44,14
Sud-Est,8,2019,TGV,MONTPELLIER,PARIS-LYON,207,373,345,28,0,,306,,10,,,,,,92,,41,,,,,,9,11,0.32,0.26,0.16,0.09,0.13,0.04,92,41,43,13
,9,2018,TGV,MULHOUSE VILLE,PARIS-LYON,174,310,308,2,,,150,,7,,,,,,42,,26,,,,,,4,3,0.14,0.24,0.38,0.19,0.03,0.02,29,3,13,1
,10,2018,TGV,MULHOUSE VILLE,PARIS-LYON,172,314,312,2,,,154,,6,,,,,,32,,22,,,,,,3,3,0.14,0.14,0.39,0.11,0.11,0.11,15,3,5,2
,11,2018,TGV,MULHOUSE VILLE,PARIS-LYON,169,316,315,1,,,144,,7,,,,,,42,,46,,,,,,3,6,0.34,0.22,0.24,0.12,0.03,0.05,32,6,19,10
,12,2018,TGV,MULHOUSE VILLE,PARIS-LYON,169,318,316,2,,,158,,7,,,,,,31,,42,,,,,Heurts d'animaux et Manifestations,3,4,0.46,0.11,0.21,0.11,0.04,0.07,21,4,10,7
,1,2019,TGV,MULHOUSE VILLE,PARIS-LYON,170,327,327,0,,,137,,6,,,,,,31,,31,,,,,,3,3,0.54,0.18,0.14,0.07,0.04,0.03,21,3,8,4
,2,2019,TGV,MULHOUSE VILLE,PARIS-LYON,171,288,285,3,,,133,,5,,,,,,25,,55,,,,,Accidents de personne,3,4,0.09,0.68,0.14,0.09,0,0,21,4,14,12
,3,2019,TGV,MULHOUSE VILLE,PARIS-LYON,171,323,322,1,,,147,,5,,,,,,16,,29,,,,,,2,0,0.25,0.25,0.38,0.06,0,0.06,11,0,4,3
Sud-Est,4,2019,TGV,MULHOUSE VILLE,PARIS-LYON,170,299,299,0,,,146,,5,,,,,,19,,28,,,,,,3,1,0.08,0.15,0.08,0.46,0.23,0,11,1,5,2
Sud-Est,5,2019,TGV,MULHOUSE VILLE,PARIS-LYON,169,315,315,0,,,237,,3,,,,,,20,,22,,,,,,2,1,0.11,0.42,0.16,0.16,0.11,0.04,13,26,4,0
Sud-Est,6,2019,TGV,MULHOUSE VILLE,PARIS-LYON,169,301,301,0,,,234,,6,,,,,,34,,57,,,,,Heurt d'une personne à Paris Bercy. limitation vitesse 6909 sur LN1. dérangement vers Montanay accès LN1. heurt de personne à Maisons Alfort. Dérangement d'installation vers Macon,4,6,0.27,0.24,0.27,0.12,0.06,0.04,29,65,21,11
Sud-Est,7,2019,TGV,MULHOUSE VILLE,PARIS-LYON,169,313,313,0,0,,244,,5,,,,,,28,,39,,,,,,4,3,0.18,0.25,0.32,0.11,0.07,0.07,23,45,10,6
Sud-Est,8,2019,TGV,MULHOUSE VILLE,PARIS-LYON,169,272,272,0,0,,213,,3,,,,,,15,,33,,,,,,2,1,0.4,0.2,0.2,0.2,0,0,9,46,6,2
,9,2018,TGV,NANCY,PARIS EST,94,287,287,0,,,52,,7,,,,,,30,,18,,,,,,1,2,0.12,0.04,0.16,0.56,0.04,0.08,13,2,3,1
,10,2018,TGV,NANCY,PARIS EST,93,296,295,1,,,78,,9,,,,,,43,,22,,,,,,2,4,0.11,0.13,0.32,0.29,0.11,0.04,19,4,13,2
